tmsp,country,amount,success,PSP,3D_secured,card,num_tries,order_id
2019-01-01 00:28:56,Switzerland,277.0,True,Goldcard,False,Diners,1,21
2019-01-01 00:30:50,Switzerland,137.0,False,UK_Card,False,Diners,1,22
2019-01-01 00:32:18,Switzerland,148.0,False,Moneycard,False,Diners,1,23
2019-01-01 00:34:04,Austria,394.0,False,UK_Card,False,Diners,1,24
2019-01-01 00:34:33,Austria,394.0,False,UK_Card,False,Diners,2,24
2019-01-01 00:35:25,Austria,394.0,False,UK_Card,False,Diners,1,25
2019-01-01 00:35:34,Austria,394.0,True,UK_Card,False,Diners,2,25
2019-01-01 00:36:36,Germany,84.0,False,Moneycard,False,Master,1,26
2019-01-01 00:41:15,Austria,34.0,False,Moneycard,False,Visa,1,27
2019-01-01 00:41:25,Austria,34.0,False,Simplecard,False,Visa,2,27
2019-01-01 00:41:43,Austria,34.0,False,Goldcard,False,Visa,3,27
2019-01-01 00:44:21,Switzerland,324.0,False,UK_Card,False,Master,1,28
2019-01-01 00:46:07,Germany,251.0,False,UK_Card,True,Master,1,29
2019-01-01 00:46:34,Germany,251.0,False,UK_Card,True,Master,2,29
2019-01-01 00:47:16,Germany,251.0,False,UK_Card,True,Master,1,30
2019-01-01 00:47:39,Germany,251.0,False,Simplecard,True,Master,2,30
2019-01-01 00:51:27,Germany,100.0,False,UK_Card,False,Master,1,31
2019-01-01 00:51:38,Germany,100.0,False,UK_Card,False,Master,2,31
2019-01-01 00:52:00,Germany,100.0,False,UK_Card,False,Master,1,32
2019-01-01 00:52:04,Germany,100.0,False,UK_Card,False,Master,2,32
2019-01-01 00:52:29,Germany,100.0,False,Simplecard,False,Master,3,32
2019-01-01 00:55:23,Germany,221.0,False,Moneycard,False,Visa,1,33
2019-01-01 00:56:41,Switzerland,340.0,False,Simplecard,False,Diners,1,34
2019-01-01 00:56:57,Switzerland,340.0,True,UK_Card,False,Diners,2,34
2019-01-01 01:01:44,Germany,257.0,False,UK_Card,True,Master,1,35
2019-01-01 01:01:46,Germany,257.0,False,Goldcard,True,Master,2,35
2019-01-01 01:02:11,Germany,257.0,False,UK_Card,True,Master,1,36
2019-01-01 01:02:24,Germany,257.0,True,UK_Card,True,Master,2,36
2019-01-01 01:03:31,Switzerland,193.0,False,UK_Card,False,Visa,1,37
2019-01-01 01:04:58,Germany,36.0,True,Simplecard,True,Master,1,38
2019-01-01 01:06:03,Switzerland,146.0,False,Simplecard,False,Diners,1,39
2019-01-01 01:08:40,Germany,192.0,False,UK_Card,False,Master,1,40
2019-01-01 01:08:43,Germany,192.0,True,UK_Card,False,Master,2,40
2019-01-01 01:11:02,Germany,14.0,False,Moneycard,False,Master,1,41
2019-01-01 01:11:31,Germany,14.0,False,UK_Card,False,Master,2,41
2019-01-01 01:12:36,Germany,175.0,False,Moneycard,False,Visa,1,42
2019-01-01 01:13:02,Germany,175.0,False,Simplecard,False,Visa,1,43
2019-01-01 01:13:05,Germany,175.0,True,Simplecard,False,Visa,2,43
2019-01-01 01:14:10,Germany,270.0,False,Simplecard,False,Master,1,44
2019-01-01 01:14:59,Germany,270.0,False,UK_Card,False,Master,2,44
2019-01-01 01:17:19,Austria,256.0,False,UK_Card,False,Master,1,45
2019-01-01 01:17:30,Austria,256.0,False,UK_Card,False,Master,2,45
2019-01-01 01:18:30,Austria,256.0,False,UK_Card,False,Master,1,46
2019-01-01 01:18:37,Austria,256.0,True,Moneycard,False,Master,2,46
2019-01-01 01:19:43,Germany,310.0,False,Goldcard,False,Visa,1,47
2019-01-01 01:20:37,Germany,310.0,False,Simplecard,False,Visa,1,48
2019-01-01 01:20:51,Germany,310.0,False,UK_Card,False,Visa,2,48
2019-01-01 01:21:40,Germany,310.0,False,UK_Card,False,Visa,1,49
2019-01-01 01:21:43,Germany,310.0,False,Simplecard,False,Visa,2,49
2019-01-01 01:21:47,Germany,310.0,False,UK_Card,False,Visa,3,49
2019-01-01 01:22:11,Germany,310.0,True,UK_Card,False,Visa,1,50
2019-01-01 01:23:24,Austria,239.0,False,Simplecard,False,Master,1,51
2019-01-01 01:26:31,Germany,37.0,False,UK_Card,False,Master,1,52
2019-01-01 01:26:51,Germany,37.0,False,Simplecard,False,Master,2,52
2019-01-01 01:27:10,Germany,37.0,False,Moneycard,False,Master,1,53
2019-01-01 01:28:02,Germany,37.0,False,UK_Card,False,Master,1,54
2019-01-01 01:28:02,Germany,37.0,False,UK_Card,False,Master,1,54
2019-01-01 01:28:53,Germany,37.0,False,Simplecard,False,Master,2,54
2019-01-01 01:35:33,Germany,56.0,False,Simplecard,True,Visa,1,55
2019-01-01 01:35:55,Germany,56.0,False,UK_Card,True,Visa,2,55
2019-01-01 01:35:56,Germany,56.0,False,Moneycard,True,Visa,3,55
2019-01-01 01:36:57,Germany,192.0,False,Goldcard,True,Diners,1,56
2019-01-01 01:37:01,Germany,192.0,False,Simplecard,True,Diners,1,57
2019-01-01 01:38:15,Germany,324.0,False,UK_Card,False,Visa,1,58
2019-01-01 01:38:22,Germany,324.0,False,UK_Card,False,Visa,2,58
2019-01-01 01:38:37,Germany,324.0,False,UK_Card,False,Visa,3,58
2019-01-01 01:38:55,Germany,324.0,True,Simplecard,False,Visa,4,58
2019-01-01 01:40:49,Germany,105.0,False,UK_Card,False,Master,1,59
2019-01-01 01:41:08,Germany,105.0,False,Simplecard,False,Master,1,60
2019-01-01 01:42:01,Germany,105.0,False,UK_Card,False,Master,1,61
2019-01-01 01:42:20,Germany,105.0,False,Moneycard,False,Master,2,61
2019-01-01 01:43:15,Germany,105.0,False,Goldcard,False,Master,1,62
2019-01-01 01:44:16,Germany,228.0,False,UK_Card,False,Diners,1,63
2019-01-01 01:44:25,Germany,228.0,False,UK_Card,False,Diners,2,63
2019-01-01 01:45:17,Germany,228.0,True,UK_Card,False,Diners,1,64
2019-01-01 01:46:23,Germany,322.0,False,UK_Card,False,Master,1,65
2019-01-01 01:47:23,Germany,322.0,False,Moneycard,False,Master,1,66
2019-01-01 01:54:24,Austria,367.0,False,Moneycard,False,Visa,1,67
2019-01-01 01:55:08,Austria,367.0,False,UK_Card,False,Visa,1,68
2019-01-01 01:55:17,Austria,367.0,True,UK_Card,False,Visa,2,68
2019-01-01 01:57:28,Switzerland,190.0,False,UK_Card,False,Diners,1,69
2019-01-01 01:57:29,Switzerland,190.0,False,Simplecard,False,Diners,2,69
2019-01-01 01:58:00,Switzerland,190.0,False,UK_Card,False,Diners,1,70
2019-01-01 01:58:54,Switzerland,190.0,False,UK_Card,False,Diners,2,70
2019-01-01 01:59:14,Switzerland,190.0,False,UK_Card,False,Diners,1,71
2019-01-01 02:01:48,Germany,186.0,False,UK_Card,False,Master,1,72
2019-01-01 02:02:01,Germany,186.0,True,UK_Card,False,Master,1,73
2019-01-01 02:03:39,Germany,121.0,False,Moneycard,True,Master,1,74
2019-01-01 02:03:52,Germany,121.0,False,UK_Card,True,Master,2,74
2019-01-01 02:04:19,Germany,121.0,True,UK_Card,True,Master,1,75
2019-01-01 02:06:48,Germany,274.0,True,UK_Card,False,Master,1,76
2019-01-01 02:08:53,Germany,264.0,False,Simplecard,True,Master,1,77
2019-01-01 02:10:05,Germany,132.0,False,UK_Card,False,Master,1,78
2019-01-01 02:10:07,Germany,132.0,False,Simplecard,False,Master,2,78
2019-01-01 02:10:33,Germany,132.0,False,Moneycard,False,Master,3,78
2019-01-01 02:10:49,Germany,132.0,False,Simplecard,False,Master,4,78
2019-01-01 02:11:16,Germany,132.0,False,Moneycard,False,Master,1,79
2019-01-01 02:13:13,Germany,228.0,False,Simplecard,False,Diners,1,80
2019-01-01 02:14:18,Switzerland,279.0,False,UK_Card,True,Master,1,81
2019-01-01 02:14:51,Switzerland,279.0,False,Simplecard,True,Master,2,81
2019-01-01 02:14:59,Switzerland,279.0,False,UK_Card,True,Master,3,81
2019-01-01 02:15:16,Switzerland,279.0,True,UK_Card,True,Master,1,82
2019-01-01 02:16:34,Austria,104.0,True,Moneycard,False,Master,1,83
2019-01-01 02:18:06,Switzerland,184.0,False,Simplecard,False,Master,1,84
2019-01-01 02:20:08,Austria,258.0,False,UK_Card,False,Diners,1,85
2019-01-01 02:24:07,Austria,209.0,True,UK_Card,False,Master,1,86
2019-01-01 02:25:56,Germany,260.0,False,UK_Card,False,Master,1,87
2019-01-01 02:25:58,Germany,260.0,False,UK_Card,False,Master,2,87
2019-01-01 02:26:36,Germany,260.0,False,UK_Card,False,Master,1,88
2019-01-01 02:26:40,Germany,260.0,False,Moneycard,False,Master,2,88
2019-01-01 02:28:50,Switzerland,383.0,False,UK_Card,False,Master,1,89
2019-01-01 02:30:02,Germany,109.0,False,Moneycard,False,Master,1,90
2019-01-01 02:31:15,Austria,161.0,False,Simplecard,False,Master,1,91
2019-01-01 02:33:00,Germany,127.0,False,Simplecard,False,Master,1,92
2019-01-01 02:33:24,Germany,127.0,False,Moneycard,False,Master,2,92
2019-01-01 02:33:39,Germany,127.0,False,Moneycard,False,Master,3,92
2019-01-01 02:36:48,Germany,233.0,True,Simplecard,True,Visa,1,93
2019-01-01 02:38:38,Germany,129.0,False,UK_Card,True,Master,1,94
2019-01-01 02:39:30,Germany,129.0,False,Goldcard,True,Master,1,95
2019-01-01 02:39:31,Germany,129.0,False,UK_Card,True,Master,2,95
2019-01-01 02:40:04,Germany,129.0,True,UK_Card,True,Master,1,96
2019-01-01 02:43:05,Germany,243.0,False,Simplecard,False,Master,1,97
2019-01-01 02:43:06,Germany,243.0,False,Moneycard,False,Master,2,97
2019-01-01 02:43:11,Germany,243.0,True,UK_Card,False,Master,3,97
2019-01-01 02:47:14,Switzerland,131.0,False,UK_Card,False,Master,1,98
2019-01-01 02:47:19,Switzerland,131.0,True,UK_Card,False,Master,2,98
2019-01-01 02:48:32,Germany,225.0,False,UK_Card,False,Master,1,99
2019-01-01 02:49:50,Switzerland,246.0,False,Simplecard,False,Diners,1,100
2019-01-01 02:55:25,Germany,126.0,True,UK_Card,True,Diners,1,101
2019-01-01 02:56:37,Germany,82.0,False,UK_Card,True,Master,1,102
2019-01-01 02:57:03,Germany,82.0,False,UK_Card,True,Master,1,103
2019-01-01 02:57:45,Germany,82.0,False,UK_Card,True,Master,2,103
2019-01-01 02:58:13,Germany,82.0,False,UK_Card,True,Master,1,104
2019-01-01 02:58:32,Germany,82.0,True,Moneycard,True,Master,2,104
2019-01-01 02:59:36,Austria,329.0,False,UK_Card,False,Master,1,105
2019-01-01 02:59:57,Austria,329.0,False,Moneycard,False,Master,2,105
2019-01-01 03:00:27,Austria,329.0,True,UK_Card,False,Master,1,106
2019-01-01 03:02:33,Germany,335.0,True,UK_Card,False,Master,1,107
2019-01-01 03:09:31,Germany,173.0,False,UK_Card,True,Master,1,108
2019-01-01 03:10:10,Germany,173.0,True,UK_Card,True,Master,1,109
2019-01-01 03:13:08,Germany,222.0,False,UK_Card,False,Master,1,110
2019-01-01 03:13:20,Germany,222.0,True,UK_Card,False,Master,2,110
2019-01-01 03:17:18,Switzerland,181.0,False,Simplecard,True,Master,1,111
2019-01-01 03:18:01,Switzerland,181.0,False,Simplecard,True,Master,1,112
2019-01-01 03:18:15,Switzerland,181.0,False,UK_Card,True,Master,2,112
2019-01-01 03:19:14,Switzerland,181.0,True,Simplecard,True,Master,1,113
2019-01-01 03:22:08,Germany,85.0,False,Goldcard,True,Diners,1,114
2019-01-01 03:22:11,Germany,85.0,False,UK_Card,True,Diners,2,114
2019-01-01 03:22:19,Germany,85.0,False,UK_Card,True,Diners,3,114
2019-01-01 03:23:13,Germany,85.0,False,Simplecard,True,Diners,1,115
2019-01-01 03:24:09,Germany,85.0,True,UK_Card,True,Diners,1,116
2019-01-01 03:29:48,Germany,62.0,False,Moneycard,False,Master,1,117
2019-01-01 03:29:55,Germany,62.0,False,UK_Card,False,Master,2,117
2019-01-01 03:30:54,Germany,62.0,False,UK_Card,False,Master,1,118
2019-01-01 03:31:51,Germany,62.0,False,UK_Card,False,Master,1,119
2019-01-01 03:31:52,Germany,62.0,False,UK_Card,False,Master,2,119
2019-01-01 03:32:31,Germany,62.0,False,UK_Card,False,Master,1,120
2019-01-01 03:32:58,Germany,62.0,False,Goldcard,False,Master,2,120
2019-01-01 03:35:19,Austria,291.0,False,UK_Card,False,Master,1,121
2019-01-01 03:35:29,Austria,291.0,True,UK_Card,False,Master,2,121
2019-01-01 03:38:02,Germany,107.0,True,UK_Card,True,Master,1,122
2019-01-01 03:42:38,Switzerland,78.0,False,Moneycard,False,Diners,1,123
2019-01-01 03:45:09,Germany,22.0,False,UK_Card,True,Master,1,124
2019-01-01 03:45:52,Germany,22.0,False,UK_Card,True,Master,2,124
2019-01-01 03:46:26,Germany,22.0,False,UK_Card,True,Master,1,125
2019-01-01 03:49:09,Switzerland,164.0,True,Moneycard,False,Master,1,126
2019-01-01 03:50:52,Switzerland,203.0,False,Simplecard,False,Master,1,127
2019-01-01 03:51:37,Switzerland,203.0,False,Simplecard,False,Master,1,128
2019-01-01 03:52:59,Germany,277.0,False,UK_Card,False,Diners,1,129
2019-01-01 03:53:27,Germany,277.0,False,Simplecard,False,Diners,1,130
2019-01-01 03:53:51,Germany,277.0,False,Simplecard,False,Diners,2,130
2019-01-01 03:56:43,Germany,105.0,True,Simplecard,False,Master,1,131
2019-01-01 03:59:51,Germany,239.0,False,UK_Card,True,Visa,1,132
2019-01-01 04:00:03,Germany,239.0,True,UK_Card,True,Visa,1,133
2019-01-01 04:01:23,Austria,113.0,False,Moneycard,True,Visa,1,134
2019-01-01 04:02:01,Austria,113.0,True,UK_Card,True,Visa,1,135
2019-01-01 04:03:26,Austria,379.0,True,UK_Card,False,Master,1,136
2019-01-01 04:04:46,Austria,175.0,False,UK_Card,True,Master,1,137
2019-01-01 04:06:29,Switzerland,84.0,False,Moneycard,True,Master,1,138
2019-01-01 04:10:35,Switzerland,268.0,False,Simplecard,True,Diners,1,139
2019-01-01 04:11:16,Switzerland,268.0,False,UK_Card,True,Diners,1,140
2019-01-01 04:11:24,Switzerland,268.0,True,Simplecard,True,Diners,2,140
2019-01-01 04:12:37,Germany,129.0,False,Simplecard,False,Master,1,141
2019-01-01 04:13:18,Germany,129.0,False,Simplecard,False,Master,1,142
2019-01-01 04:13:25,Germany,129.0,False,Simplecard,False,Master,2,142
2019-01-01 04:13:43,Germany,129.0,True,UK_Card,False,Master,3,142
2019-01-01 04:16:02,Austria,224.0,False,Goldcard,False,Master,1,143
2019-01-01 04:16:10,Austria,224.0,False,UK_Card,False,Master,2,143
2019-01-01 04:17:04,Austria,224.0,False,Simplecard,False,Master,1,144
2019-01-01 04:17:21,Austria,224.0,False,UK_Card,False,Master,2,144
2019-01-01 04:18:01,Austria,224.0,False,UK_Card,False,Master,1,145
2019-01-01 04:18:19,Austria,224.0,True,UK_Card,False,Master,2,145
2019-01-01 04:20:19,Germany,242.0,True,UK_Card,False,Master,1,146
2019-01-01 04:22:20,Germany,45.0,False,Simplecard,False,Master,1,147
2019-01-01 04:22:37,Germany,45.0,True,UK_Card,False,Master,2,147
2019-01-01 04:23:49,Germany,322.0,False,UK_Card,False,Visa,1,148
2019-01-01 04:24:42,Germany,322.0,False,UK_Card,False,Visa,1,149
2019-01-01 04:25:07,Germany,322.0,False,Moneycard,False,Visa,1,150
2019-01-01 04:25:15,Germany,322.0,True,UK_Card,False,Visa,2,150
2019-01-01 04:26:17,Austria,164.0,False,UK_Card,True,Master,1,151
2019-01-01 04:26:34,Austria,164.0,False,UK_Card,True,Master,2,151
2019-01-01 04:26:39,Austria,164.0,False,UK_Card,True,Master,3,151
2019-01-01 04:27:10,Austria,164.0,False,Simplecard,True,Master,1,152
2019-01-01 04:27:57,Austria,164.0,False,Simplecard,True,Master,2,152
2019-01-01 04:28:40,Austria,164.0,False,Simplecard,True,Master,1,153
2019-01-01 04:29:29,Austria,164.0,False,Simplecard,True,Master,1,154
2019-01-01 04:31:35,Germany,158.0,False,Moneycard,False,Master,1,155
2019-01-01 04:34:29,Germany,140.0,False,Moneycard,False,Master,1,156
2019-01-01 04:35:48,Switzerland,13.0,False,Moneycard,False,Diners,1,157
2019-01-01 04:35:56,Switzerland,13.0,False,UK_Card,False,Diners,2,157
2019-01-01 04:37:24,Germany,85.0,False,UK_Card,False,Master,1,158
2019-01-01 04:37:29,Germany,85.0,False,UK_Card,False,Master,2,158
2019-01-01 04:38:05,Germany,85.0,False,Simplecard,False,Master,1,159
2019-01-01 04:38:53,Germany,85.0,True,Simplecard,False,Master,2,159
2019-01-01 04:40:02,Germany,197.0,False,Goldcard,False,Master,1,160
2019-01-01 04:41:39,Switzerland,215.0,False,Moneycard,False,Master,1,161
2019-01-01 04:44:28,Germany,151.0,False,UK_Card,False,Master,1,162
2019-01-01 04:44:40,Germany,151.0,False,Simplecard,False,Master,2,162
2019-01-01 04:45:10,Germany,151.0,False,Simplecard,False,Master,1,163
2019-01-01 04:45:22,Germany,151.0,False,Moneycard,False,Master,2,163
2019-01-01 04:46:10,Germany,151.0,False,UK_Card,False,Master,1,164
2019-01-01 04:47:04,Germany,151.0,True,Simplecard,False,Master,1,165
2019-01-01 04:49:47,Germany,208.0,False,UK_Card,False,Visa,1,166
2019-01-01 04:49:52,Germany,208.0,False,Moneycard,False,Visa,2,166
2019-01-01 04:49:57,Germany,208.0,False,Goldcard,False,Visa,3,166
2019-01-01 04:50:31,Germany,208.0,False,UK_Card,False,Visa,1,167
2019-01-01 04:50:57,Germany,208.0,False,Goldcard,False,Visa,2,167
2019-01-01 04:52:15,Austria,221.0,False,Simplecard,False,Master,1,168
2019-01-01 04:52:22,Austria,221.0,False,UK_Card,False,Master,2,168
2019-01-01 04:53:10,Austria,221.0,False,Simplecard,False,Master,1,169
2019-01-01 04:53:27,Austria,221.0,True,Goldcard,False,Master,2,169
2019-01-01 04:54:39,Germany,257.0,False,Goldcard,False,Master,1,170
2019-01-01 04:56:48,Germany,116.0,False,Moneycard,False,Visa,1,171
2019-01-01 04:59:25,Germany,209.0,False,UK_Card,True,Master,1,172
2019-01-01 05:01:33,Austria,263.0,False,Moneycard,True,Visa,1,173
2019-01-01 05:02:30,Austria,263.0,False,UK_Card,True,Visa,1,174
2019-01-01 05:02:31,Austria,263.0,True,Simplecard,True,Visa,2,174
2019-01-01 05:04:33,Germany,84.0,False,Simplecard,False,Master,1,175
2019-01-01 05:05:39,Austria,136.0,True,UK_Card,True,Master,1,176
2019-01-01 05:06:46,Switzerland,211.0,False,Goldcard,False,Master,1,177
2019-01-01 05:07:27,Switzerland,211.0,False,UK_Card,False,Master,1,178
2019-01-01 05:07:37,Switzerland,211.0,True,UK_Card,False,Master,2,178
2019-01-01 05:10:24,Austria,232.0,False,UK_Card,False,Visa,1,179
2019-01-01 05:10:27,Austria,232.0,True,Simplecard,False,Visa,2,179
2019-01-01 05:11:39,Germany,243.0,True,UK_Card,False,Master,1,180
2019-01-01 05:14:14,Germany,180.0,False,UK_Card,False,Visa,1,181
2019-01-01 05:14:28,Germany,180.0,False,UK_Card,False,Visa,2,181
2019-01-01 05:16:31,Austria,175.0,False,Moneycard,False,Visa,1,182
2019-01-01 05:17:05,Austria,175.0,False,UK_Card,False,Visa,1,183
2019-01-01 05:17:29,Austria,175.0,False,Moneycard,False,Visa,2,183
2019-01-01 05:18:00,Austria,175.0,True,UK_Card,False,Visa,1,184
2019-01-01 05:20:11,Austria,125.0,True,UK_Card,False,Visa,1,185
2019-01-01 05:23:13,Germany,247.0,False,Moneycard,True,Master,1,186
2019-01-01 05:24:09,Germany,247.0,False,Simplecard,True,Master,1,187
2019-01-01 05:24:58,Germany,247.0,False,UK_Card,True,Master,2,187
2019-01-01 05:25:39,Germany,247.0,True,UK_Card,True,Master,1,188
2019-01-01 05:29:46,Switzerland,246.0,False,Simplecard,False,Master,1,189
2019-01-01 05:32:43,Germany,117.0,False,Moneycard,False,Visa,1,190
2019-01-01 05:36:13,Germany,376.0,True,UK_Card,False,Master,1,191
2019-01-01 05:37:21,Germany,174.0,True,UK_Card,True,Master,1,192
2019-01-01 05:39:45,Germany,162.0,False,UK_Card,False,Diners,1,193
2019-01-01 05:40:39,Germany,162.0,False,UK_Card,False,Diners,1,194
2019-01-01 05:45:37,Switzerland,129.0,False,Simplecard,False,Diners,1,195
2019-01-01 05:46:54,Switzerland,215.0,False,Simplecard,False,Master,1,196
2019-01-01 05:49:14,Germany,355.0,False,UK_Card,False,Diners,1,197
2019-01-01 05:49:56,Germany,355.0,True,Simplecard,False,Diners,2,197
2019-01-01 05:52:45,Switzerland,135.0,False,UK_Card,False,Master,1,198
2019-01-01 05:53:17,Switzerland,135.0,False,UK_Card,False,Master,1,199
2019-01-01 05:54:07,Switzerland,135.0,False,Simplecard,False,Master,1,200
2019-01-01 05:54:11,Switzerland,135.0,False,UK_Card,False,Master,2,200
2019-01-01 05:54:12,Switzerland,135.0,False,UK_Card,False,Master,3,200
2019-01-01 05:55:44,Germany,188.0,False,UK_Card,False,Diners,1,201
2019-01-01 05:55:45,Germany,188.0,False,Moneycard,False,Diners,2,201
2019-01-01 05:56:16,Germany,188.0,False,UK_Card,False,Diners,1,202
2019-01-01 05:57:01,Germany,188.0,False,UK_Card,False,Diners,1,203
2019-01-01 05:57:42,Germany,188.0,True,Moneycard,False,Diners,2,203
2019-01-01 06:01:23,Switzerland,192.0,False,Moneycard,False,Visa,1,204
2019-01-01 06:02:51,Austria,180.0,False,Simplecard,False,Diners,1,205
2019-01-01 06:03:34,Austria,180.0,True,Goldcard,False,Diners,1,206
2019-01-01 06:05:19,Switzerland,38.0,True,Moneycard,False,Diners,1,207
2019-01-01 06:13:00,Germany,144.0,False,UK_Card,False,Master,1,208
2019-01-01 06:16:25,Germany,23.0,True,UK_Card,False,Master,1,209
2019-01-01 06:19:44,Austria,146.0,False,Simplecard,False,Master,1,210
2019-01-01 06:20:03,Austria,146.0,False,UK_Card,False,Master,1,211
2019-01-01 06:20:22,Austria,146.0,False,UK_Card,False,Master,2,211
2019-01-01 06:20:28,Austria,146.0,False,Goldcard,False,Master,3,211
2019-01-01 06:23:25,Germany,202.0,False,UK_Card,False,Diners,1,212
2019-01-01 06:27:31,Switzerland,211.0,False,UK_Card,False,Master,1,213
2019-01-01 06:28:01,Switzerland,211.0,False,UK_Card,False,Master,1,214
2019-01-01 06:28:51,Switzerland,211.0,False,Moneycard,False,Master,2,214
2019-01-01 06:29:18,Switzerland,211.0,False,Simplecard,False,Master,1,215
2019-01-01 06:29:33,Switzerland,211.0,True,Moneycard,False,Master,2,215
2019-01-01 06:31:50,Austria,212.0,True,UK_Card,False,Master,1,216
2019-01-01 06:33:34,Austria,273.0,False,UK_Card,True,Diners,1,217
2019-01-01 06:33:45,Austria,273.0,False,UK_Card,True,Diners,2,217
2019-01-01 06:33:48,Austria,273.0,False,Simplecard,True,Diners,3,217
2019-01-01 06:33:54,Austria,273.0,True,UK_Card,True,Diners,4,217
2019-01-01 06:36:55,Switzerland,230.0,True,UK_Card,False,Master,1,218
2019-01-01 06:38:36,Switzerland,141.0,False,UK_Card,False,Master,1,219
2019-01-01 06:39:01,Switzerland,141.0,False,UK_Card,False,Master,1,220
2019-01-01 06:41:22,Germany,135.0,False,Simplecard,False,Visa,1,221
2019-01-01 06:41:33,Germany,135.0,False,Moneycard,False,Visa,2,221
2019-01-01 06:42:12,Germany,135.0,False,UK_Card,False,Visa,1,222
2019-01-01 06:43:55,Switzerland,293.0,True,UK_Card,False,Visa,1,223
2019-01-01 06:45:47,Switzerland,190.0,False,UK_Card,False,Master,1,224
2019-01-01 06:46:11,Switzerland,190.0,False,Moneycard,False,Master,1,225
2019-01-01 06:46:42,Switzerland,190.0,False,UK_Card,False,Master,2,225
2019-01-01 06:47:26,Switzerland,190.0,False,UK_Card,False,Master,1,226
2019-01-01 06:48:20,Switzerland,190.0,True,UK_Card,False,Master,1,227
2019-01-01 06:50:22,Switzerland,336.0,False,UK_Card,False,Visa,1,228
2019-01-01 06:51:14,Switzerland,336.0,True,UK_Card,False,Visa,1,229
2019-01-01 06:52:20,Austria,163.0,False,UK_Card,True,Master,1,230
2019-01-01 06:53:08,Austria,163.0,True,UK_Card,True,Master,1,231
2019-01-01 06:54:51,Switzerland,350.0,True,Simplecard,False,Master,1,232
2019-01-01 06:56:52,Switzerland,374.0,False,UK_Card,False,Diners,1,233
2019-01-01 06:56:53,Switzerland,374.0,False,Simplecard,False,Diners,2,233
2019-01-01 06:58:23,Austria,176.0,False,Simplecard,False,Visa,1,234
2019-01-01 07:01:47,Germany,218.0,False,UK_Card,True,Master,1,235
2019-01-01 07:02:28,Germany,218.0,False,UK_Card,True,Master,1,236
2019-01-01 07:02:39,Germany,218.0,True,UK_Card,True,Master,2,236
2019-01-01 07:05:13,Germany,243.0,False,UK_Card,False,Master,1,237
2019-01-01 07:06:29,Austria,256.0,False,Moneycard,False,Visa,1,238
2019-01-01 07:07:34,Germany,225.0,False,Moneycard,False,Diners,1,239
2019-01-01 07:08:51,Germany,53.0,False,Moneycard,False,Visa,1,240
2019-01-01 07:09:44,Germany,53.0,True,UK_Card,False,Visa,1,241
2019-01-01 07:12:05,Germany,267.0,False,Simplecard,False,Master,1,242
2019-01-01 07:13:00,Germany,267.0,False,Simplecard,False,Master,1,243
2019-01-01 07:13:26,Germany,267.0,False,UK_Card,False,Master,2,243
2019-01-01 07:13:28,Germany,267.0,False,Simplecard,False,Master,3,243
2019-01-01 07:13:33,Germany,267.0,False,UK_Card,False,Master,4,243
