tmsp,amount,success,3D_secured,Austria,Germany,Switzerland,Goldcard,Moneycard,Simplecard,UK_Card,Diners,Master,Visa,num_tries,order_id,hour,is_weekend
2019-01-11 19:16:45,0.49519230769230765,False,False,False,False,True,False,False,True,False,False,False,True,1,7698,0.49519230769230765,False
2019-01-13 14:54:13,0.576923076923077,False,False,True,False,False,False,False,False,True,False,True,False,1,8728,0.576923076923077,True
2019-01-13 04:28:29,0.20512820512820512,False,False,False,False,True,False,False,False,True,False,False,True,2,8499,0.20512820512820512,True
2019-01-11 03:24:40,0.29967948717948717,True,False,False,False,True,False,False,False,True,False,True,False,2,7297,0.29967948717948717,False
2019-01-02 07:43:30,0.36858974358974356,False,False,False,True,False,False,False,True,False,True,False,False,2,1094,0.36858974358974356,False
2019-02-02 21:56:35,0.3942307692307692,True,False,False,True,False,False,False,False,True,False,True,False,3,21177,0.3942307692307692,True
2019-02-17 14:35:21,0.4407051282051282,True,False,False,True,False,False,True,False,False,False,True,False,1,30922,0.4407051282051282,True
2019-01-29 23:39:38,0.43108974358974356,True,False,False,True,False,False,False,False,True,False,True,False,1,18480,0.43108974358974356,False
2019-01-03 10:00:08,0.020833333333333332,False,False,True,False,False,False,False,True,False,False,True,False,1,1972,0.020833333333333332,False
2019-01-06 09:01:45,0.530448717948718,False,False,True,False,False,False,True,False,False,False,True,False,1,4026,0.530448717948718,True
2019-02-17 21:13:13,0.34615384615384615,True,False,False,True,False,False,False,False,True,False,True,False,1,31077,0.34615384615384615,True
2019-01-19 16:54:49,0.1282051282051282,True,False,True,False,False,False,False,False,True,False,True,False,2,12468,0.1282051282051282,True
2019-01-03 16:58:59,0.29166666666666663,False,False,False,False,True,False,True,False,False,True,False,False,1,2178,0.29166666666666663,False
2019-01-02 10:38:45,0.05769230769230769,True,True,False,True,False,False,False,False,True,False,False,True,1,1190,0.05769230769230769,False
2019-01-08 11:37:34,0.41346153846153844,False,False,True,False,False,False,True,False,False,False,True,False,1,5468,0.41346153846153844,False
2019-01-29 13:03:13,0.4871794871794871,True,True,False,False,True,False,False,True,False,True,False,False,1,18192,0.4871794871794871,False
2019-02-03 05:22:59,0.3589743589743589,True,False,True,False,False,False,True,False,False,False,True,False,3,21382,0.3589743589743589,True
2019-01-09 01:01:47,0.4423076923076923,False,False,False,True,False,False,True,False,False,False,True,False,1,5879,0.4423076923076923,False
2019-01-08 08:06:08,0.15544871794871795,False,False,True,False,False,False,False,False,True,False,True,False,1,5357,0.15544871794871795,False
2019-01-03 00:31:23,0.5849358974358975,False,False,True,False,False,False,False,False,True,False,True,False,1,1656,0.5849358974358975,False
2019-01-13 16:27:50,0.24999999999999997,True,False,True,False,False,True,False,False,False,False,True,False,1,8759,0.24999999999999997,True
2019-02-18 11:14:13,0.059294871794871785,True,False,False,True,False,False,True,False,False,True,False,False,1,31441,0.059294871794871785,False
2019-02-25 17:47:04,0.2532051282051282,True,True,False,False,True,False,True,False,False,False,True,False,1,35754,0.2532051282051282,False
2019-01-12 11:32:45,0.4503205128205128,False,False,False,True,False,False,False,True,False,False,True,False,1,8130,0.4503205128205128,True
2019-01-15 08:47:50,0.4599358974358974,True,False,True,False,False,False,False,True,False,True,False,False,1,9814,0.4599358974358974,False
2019-01-06 12:35:16,0.5801282051282052,False,False,False,True,False,False,False,True,False,False,True,False,1,4122,0.5801282051282052,True
2019-01-07 06:23:05,0.12019230769230768,True,True,False,True,False,False,False,True,False,False,True,False,1,4581,0.12019230769230768,False
2019-01-22 00:37:18,0.24999999999999997,True,False,True,False,False,False,False,False,True,False,True,False,1,13820,0.24999999999999997,False
2019-02-10 09:36:28,0.37019230769230765,True,False,False,False,True,False,False,True,False,False,False,True,1,26395,0.37019230769230765,True
2019-01-02 09:10:15,0.5352564102564102,False,False,False,True,False,False,False,True,False,False,True,False,1,1144,0.5352564102564102,False
2019-01-19 23:08:30,0.07051282051282051,True,True,False,True,False,False,False,True,False,False,False,True,1,12618,0.07051282051282051,True
2019-01-17 02:19:05,0.2980769230769231,True,False,False,False,True,False,False,False,True,False,True,False,1,10945,0.2980769230769231,False
2019-01-09 21:30:44,0.35416666666666663,False,False,True,False,False,False,False,False,True,False,True,False,1,6439,0.35416666666666663,False
2019-02-12 13:30:10,0.49358974358974356,True,False,False,True,False,True,False,False,False,True,False,False,1,27825,0.49358974358974356,False
2019-02-26 18:52:10,0.28525641025641024,True,True,False,False,True,False,False,False,True,False,True,False,1,36462,0.28525641025641024,False
2019-01-08 16:45:53,0.5625,False,False,False,True,False,False,False,False,True,False,True,False,2,5624,0.5625,False
2019-02-28 23:31:08,0.027243589743589744,True,False,False,False,True,False,False,False,True,False,False,True,1,37835,0.027243589743589744,False
2019-01-14 15:43:41,0.4631410256410256,False,False,True,False,False,False,False,False,True,False,True,False,1,9315,0.4631410256410256,False
2019-01-08 05:54:30,0.5048076923076923,False,False,False,True,False,False,False,False,True,False,True,False,1,5296,0.5048076923076923,False
2019-01-09 03:40:04,0.469551282051282,False,False,True,False,False,False,False,False,True,False,True,False,1,5943,0.469551282051282,False
2019-01-06 08:38:13,0.5625,False,False,False,True,False,False,True,False,False,False,True,False,1,4016,0.5625,True
2019-01-19 00:28:24,0.4615384615384615,True,False,False,True,False,False,True,False,False,False,True,False,2,12093,0.4615384615384615,True
2019-01-26 10:19:58,0.09134615384615385,True,False,False,False,True,False,False,False,True,True,False,False,2,16430,0.09134615384615385,True
2019-02-24 18:09:38,0.001602564102564102,True,False,False,True,False,False,True,False,False,False,True,False,1,35166,0.001602564102564102,True
2019-02-16 05:18:47,0.4631410256410256,True,False,False,True,False,False,False,False,True,True,False,False,1,30160,0.4631410256410256,True
2019-01-06 18:17:53,0.11698717948717949,True,True,False,True,False,False,True,False,False,False,True,False,2,4254,0.11698717948717949,True
2019-01-11 09:53:35,0.3349358974358974,True,False,True,False,False,False,False,True,False,True,False,False,1,7480,0.3349358974358974,False
2019-01-07 04:34:43,0.3573717948717948,False,True,False,True,False,False,False,False,True,False,True,False,1,4523,0.3573717948717948,False
2019-01-10 10:01:34,0.15544871794871795,False,False,True,False,False,False,False,False,True,True,False,False,1,6779,0.15544871794871795,False
2019-01-10 06:47:07,0.2964743589743589,True,False,True,False,False,False,False,False,True,False,True,False,1,6694,0.2964743589743589,False
2019-02-02 06:49:11,0.0641025641025641,True,False,False,True,False,False,True,False,False,False,True,False,1,20701,0.0641025641025641,True
2019-01-09 00:02:34,0.3429487179487179,True,False,True,False,False,False,False,True,False,False,True,False,1,5851,0.3429487179487179,False
2019-02-06 00:30:26,0.2548076923076923,True,False,False,True,False,False,False,False,True,False,False,True,1,23453,0.2548076923076923,False
2019-01-11 12:59:54,0.6073717948717949,False,False,False,False,True,False,False,False,True,False,False,True,2,7548,0.6073717948717949,False
2019-01-06 21:58:08,0.47435897435897434,False,False,True,False,False,False,False,True,False,True,False,False,1,4339,0.47435897435897434,True
2019-01-26 03:58:41,0.37019230769230765,True,True,False,True,False,False,True,False,False,True,False,False,1,16294,0.37019230769230765,True
2019-01-03 15:02:02,0.4503205128205128,False,False,False,True,False,False,False,False,True,False,True,False,1,2119,0.4503205128205128,False
2019-01-25 10:41:10,0.41506410256410253,True,False,False,True,False,False,True,False,False,False,True,False,1,15917,0.41506410256410253,False
2019-01-10 15:49:28,0.43269230769230765,False,False,True,False,False,False,False,True,False,False,True,False,1,6941,0.43269230769230765,False
2019-01-28 20:02:20,0.3301282051282051,True,True,True,False,False,False,False,True,False,False,False,True,1,17729,0.3301282051282051,False
2019-01-05 20:37:30,0.125,True,False,False,True,False,False,False,False,True,False,True,False,1,3722,0.125,True
2019-02-08 03:29:57,0.4054487179487179,True,False,False,False,True,True,False,False,False,False,True,False,1,25011,0.4054487179487179,False
2019-01-20 23:32:01,0.3573717948717948,True,False,True,False,False,False,False,False,True,False,True,False,1,13129,0.3573717948717948,True
2019-02-20 16:01:19,0.5192307692307693,True,False,True,False,False,False,False,False,True,False,True,False,1,32850,0.5192307692307693,False
2019-02-11 14:40:50,0.30608974358974356,True,False,False,False,True,False,False,True,False,False,True,False,2,27160,0.30608974358974356,False
2019-01-01 06:56:52,0.5897435897435898,False,False,False,False,True,False,False,False,True,True,False,False,1,233,0.5897435897435898,False
2019-01-14 07:59:09,0.5352564102564102,True,False,False,True,False,False,False,False,True,False,False,True,1,9104,0.5352564102564102,False
2019-02-05 23:20:38,0.6314102564102564,True,False,False,True,False,False,False,True,False,False,True,False,1,23416,0.6314102564102564,False
2019-01-14 06:33:32,0.282051282051282,False,False,False,True,False,False,False,False,True,False,True,False,1,9068,0.282051282051282,False
2019-02-11 01:59:43,0.29166666666666663,True,False,False,True,False,False,False,False,True,False,True,False,1,26776,0.29166666666666663,False
2019-01-04 15:57:25,0.17147435897435898,False,True,False,False,True,False,False,True,False,False,True,False,1,2909,0.17147435897435898,False
2019-01-03 04:49:47,0.21153846153846154,False,True,True,False,False,False,False,False,True,True,False,False,1,1804,0.21153846153846154,False
2019-01-12 02:22:27,0.42467948717948717,False,False,False,True,False,False,False,False,True,False,True,False,1,7899,0.42467948717948717,True
2019-01-12 04:01:44,0.17147435897435898,False,False,False,True,False,False,False,False,True,False,True,False,2,7945,0.17147435897435898,True
2019-01-15 23:15:12,0.49839743589743585,True,True,False,True,False,False,False,True,False,False,True,False,1,10224,0.49839743589743585,False
2019-01-09 01:28:28,0.4567307692307692,False,False,False,False,True,False,False,False,True,True,False,False,2,5889,0.4567307692307692,False
2019-01-07 03:44:25,0.5528846153846154,False,True,False,False,True,False,False,True,False,False,True,False,1,4494,0.5528846153846154,False
2019-01-11 04:28:29,0.532051282051282,False,True,False,True,False,False,False,False,True,True,False,False,3,7325,0.532051282051282,False
2019-01-14 06:00:06,0.03846153846153846,False,True,False,False,True,False,False,False,True,False,True,False,1,9055,0.03846153846153846,False
2019-02-18 16:45:01,0.3141025641025641,True,False,False,True,False,False,False,False,True,False,True,False,1,31596,0.3141025641025641,False
2019-02-14 18:50:57,0.13942307692307693,True,False,False,True,False,False,False,False,True,False,True,False,1,29292,0.13942307692307693,False
2019-01-14 05:33:26,0.3381410256410256,False,False,False,True,False,False,False,False,True,False,True,False,1,9044,0.3381410256410256,False
2019-01-04 14:38:52,0.2964743589743589,False,False,False,True,False,False,False,True,False,False,True,False,1,2869,0.2964743589743589,False
2019-02-03 09:05:37,0.2548076923076923,True,False,False,False,True,False,False,True,False,True,False,False,1,21481,0.2548076923076923,True
2019-01-15 01:16:28,0.5032051282051282,True,False,False,True,False,False,False,True,False,False,False,True,1,9596,0.5032051282051282,False
2019-01-17 13:23:52,0.36217948717948717,True,False,False,True,False,True,False,False,False,True,False,False,1,11239,0.36217948717948717,False
2019-01-04 14:15:03,0.08974358974358973,False,False,False,True,False,False,False,False,True,False,True,False,1,2859,0.08974358974358973,False
2019-02-18 16:29:29,0.030448717948717945,True,False,False,True,False,False,False,True,False,False,False,True,2,31590,0.030448717948717945,False
2019-01-16 11:44:48,0.37499999999999994,True,False,False,True,False,False,True,False,False,False,True,False,1,10530,0.37499999999999994,False
2019-02-10 05:13:10,0.04006410256410256,True,False,True,False,False,False,False,False,True,False,True,False,1,26313,0.04006410256410256,True
2019-01-17 21:45:16,0.5657051282051282,True,False,True,False,False,False,True,False,False,False,True,False,1,11443,0.5657051282051282,False
2019-02-28 10:03:02,0.04487179487179487,True,False,False,True,False,False,False,False,True,False,True,False,1,37484,0.04487179487179487,False
2019-01-07 04:20:18,0.2628205128205128,True,False,False,True,False,False,False,False,True,False,False,True,1,4519,0.2628205128205128,False
2019-02-14 00:46:29,0.2788461538461538,True,False,True,False,False,False,False,False,True,False,False,True,1,28839,0.2788461538461538,False
2019-01-07 15:14:19,0.19230769230769232,False,False,False,True,False,False,False,True,False,True,False,False,1,4834,0.19230769230769232,False
2019-01-03 16:21:23,0.36538461538461536,False,False,True,False,False,False,False,True,False,False,False,True,1,2158,0.36538461538461536,False
2019-01-06 02:06:13,0.34615384615384615,False,False,False,True,False,False,True,False,False,False,True,False,1,3873,0.34615384615384615,True
2019-02-05 04:41:28,0.05769230769230769,True,False,False,True,False,False,False,False,True,False,True,False,2,22836,0.05769230769230769,False
2019-01-05 06:39:19,0.6153846153846154,False,False,False,True,False,False,False,False,True,False,True,False,1,3351,0.6153846153846154,True
2019-01-13 20:27:05,0.2756410256410256,True,False,False,True,False,False,False,False,True,False,True,False,1,8830,0.2756410256410256,True
2019-01-13 07:14:51,0.17147435897435898,True,False,True,False,False,False,False,True,False,False,False,True,2,8568,0.17147435897435898,True
2019-02-28 16:59:59,0.22275641025641024,True,False,False,True,False,False,True,False,False,True,False,False,1,37663,0.22275641025641024,False
2019-01-11 19:26:11,0.5288461538461539,False,False,True,False,False,False,False,False,True,False,True,False,1,7705,0.5288461538461539,False
2019-02-20 13:33:38,0.7403846153846154,True,True,False,True,False,False,False,True,False,False,False,True,1,32782,0.7403846153846154,False
2019-01-10 22:08:52,0.36858974358974356,False,False,False,True,False,False,False,True,False,False,False,True,2,7138,0.36858974358974356,False
2019-02-14 15:07:18,0.28365384615384615,True,False,False,True,False,False,False,True,False,False,True,False,1,29194,0.28365384615384615,False
2019-01-16 03:00:52,0.23076923076923075,True,False,False,False,True,False,False,False,True,False,False,True,1,10313,0.23076923076923075,False
2019-01-11 02:32:31,0.344551282051282,False,False,False,False,True,False,False,True,False,False,True,False,1,7273,0.344551282051282,False
2019-01-12 19:10:07,0.10576923076923075,True,False,False,False,True,False,True,False,False,False,True,False,1,8319,0.10576923076923075,True
2019-01-02 22:15:38,0.09775641025641024,False,False,False,False,True,False,False,False,True,True,False,False,1,1580,0.09775641025641024,False
2019-01-29 02:47:09,0.2804487179487179,True,True,True,False,False,False,False,False,True,True,False,False,1,17914,0.2804487179487179,False
2019-01-03 18:10:06,0.7227564102564102,False,True,True,False,False,False,False,True,False,False,True,False,1,2226,0.7227564102564102,False
2019-01-01 13:51:37,0.20993589743589744,False,True,False,True,False,False,False,True,False,True,False,False,1,485,0.20993589743589744,False
2019-01-06 08:16:33,0.006410256410256408,False,True,True,False,False,False,False,True,False,False,False,True,1,4008,0.006410256410256408,True
2019-02-18 02:05:32,0.22756410256410256,True,False,False,True,False,False,False,False,True,False,False,True,2,31195,0.22756410256410256,False
2019-01-05 19:48:16,0.3173076923076923,False,True,True,False,False,False,False,False,True,False,False,True,1,3701,0.3173076923076923,True
2019-01-04 21:28:23,0.20192307692307693,False,True,False,True,False,False,False,False,True,False,True,False,1,3073,0.20192307692307693,False
2019-02-25 03:05:01,0.1217948717948718,True,True,False,True,False,False,False,False,True,False,True,False,1,35352,0.1217948717948718,False
2019-01-14 21:46:46,0.14262820512820512,True,False,False,True,False,True,False,False,False,False,True,False,1,9485,0.14262820512820512,False
2019-01-13 15:16:06,0.30929487179487175,True,False,False,False,True,False,True,False,False,True,False,False,1,8737,0.30929487179487175,True
2019-01-06 14:31:56,0.08333333333333334,False,False,False,False,True,False,False,False,True,False,True,False,2,4164,0.08333333333333334,True
2019-01-11 19:53:30,0.20512820512820512,False,False,False,True,False,False,False,False,True,False,True,False,1,7719,0.20512820512820512,False
2019-02-24 06:03:30,0.13782051282051283,True,False,False,True,False,False,False,False,True,False,True,False,1,34939,0.13782051282051283,True
2019-02-28 22:16:47,0.2932692307692307,True,False,True,False,False,False,False,False,True,False,True,False,2,37801,0.2932692307692307,False
2019-01-17 06:09:44,0.47916666666666663,True,True,False,True,False,False,False,True,False,False,True,False,3,11051,0.47916666666666663,False
2019-02-16 08:22:27,0.28365384615384615,True,False,False,False,True,False,False,False,True,True,False,False,1,30229,0.28365384615384615,True
2019-01-18 10:38:09,0.39102564102564097,True,True,False,True,False,False,False,False,True,False,False,True,1,11740,0.39102564102564097,False
2019-02-22 04:38:33,0.2403846153846154,True,False,False,False,True,False,False,False,True,False,False,True,2,33805,0.2403846153846154,False
2019-01-03 11:36:11,0.32692307692307687,False,False,False,True,False,False,False,True,False,False,True,False,1,2021,0.32692307692307687,False
2019-01-28 17:27:08,0.24999999999999997,True,False,False,False,True,False,False,False,True,False,True,False,1,17667,0.24999999999999997,False
2019-01-22 01:34:35,0.22435897435897437,True,True,False,True,False,False,False,False,True,False,True,False,1,13844,0.22435897435897437,False
2019-01-09 02:20:35,0.532051282051282,False,False,False,False,True,False,False,False,True,False,True,False,2,5912,0.532051282051282,False
2019-01-01 21:45:56,0.3958333333333333,False,True,False,False,True,True,False,False,False,False,False,True,2,768,0.3958333333333333,False
2019-01-06 08:41:03,0.5625,False,False,False,True,False,False,False,False,True,False,True,False,1,4019,0.5625,True
2019-01-02 08:08:51,0.23717948717948717,False,True,False,False,True,False,True,False,False,False,False,True,1,1109,0.23717948717948717,False
2019-01-14 12:50:30,0.12980769230769232,False,True,False,False,True,False,False,False,True,True,False,False,1,9242,0.12980769230769232,False
2019-02-01 17:26:37,0.36538461538461536,True,False,False,True,False,False,False,False,True,False,True,False,1,20287,0.36538461538461536,False
2019-01-02 17:32:10,0.28525641025641024,False,True,False,True,False,False,False,True,False,False,True,False,1,1421,0.28525641025641024,False
2019-01-02 17:04:13,0.3221153846153846,False,False,False,False,True,False,False,False,True,True,False,False,2,1409,0.3221153846153846,False
2019-01-07 23:01:57,0.15705128205128205,True,False,False,True,False,False,False,True,False,True,False,False,2,5097,0.15705128205128205,False
2019-01-08 23:11:29,0.43108974358974356,False,True,False,True,False,False,False,False,True,False,True,False,1,5819,0.43108974358974356,False
2019-02-21 20:25:44,0.24358974358974358,True,False,False,False,True,False,False,False,True,True,False,False,1,33590,0.24358974358974358,False
2019-01-08 19:41:54,0.4615384615384615,True,False,False,True,False,False,True,False,False,False,True,False,1,5712,0.4615384615384615,False
2019-01-12 20:29:22,0.2676282051282051,True,False,False,False,True,False,False,False,True,False,True,False,1,8345,0.2676282051282051,True
2019-01-27 12:34:41,0.19391025641025642,True,False,True,False,False,False,False,False,True,False,True,False,1,16986,0.19391025641025642,True
2019-02-05 21:13:29,0.1971153846153846,True,False,True,False,False,False,False,False,True,False,False,True,2,23358,0.1971153846153846,False
2019-01-09 07:44:20,0.2516025641025641,False,False,False,False,True,True,False,False,False,False,False,True,1,6049,0.2516025641025641,False
2019-01-05 13:47:52,0.5032051282051282,False,True,False,True,False,False,False,False,True,False,False,True,2,3549,0.5032051282051282,True
2019-01-01 01:44:16,0.3557692307692307,False,False,False,True,False,False,False,False,True,True,False,False,1,63,0.3557692307692307,False
2019-01-02 17:35:51,0.514423076923077,True,False,False,True,False,False,False,False,True,False,True,False,1,1423,0.514423076923077,False
2019-01-14 11:59:27,0.19230769230769232,False,False,False,True,False,True,False,False,False,False,True,False,1,9217,0.19230769230769232,False
2019-01-03 17:16:42,0.13782051282051283,False,False,False,True,False,False,False,False,True,False,True,False,2,2189,0.13782051282051283,False
2019-01-14 20:14:59,0.4182692307692307,True,True,False,True,False,False,False,False,True,False,False,True,1,9440,0.4182692307692307,False
2019-02-06 14:47:50,0.17147435897435898,True,False,True,False,False,False,False,True,False,True,False,False,2,23899,0.17147435897435898,False
2019-01-10 03:19:01,0.3333333333333333,False,False,False,False,True,False,False,False,True,False,True,False,1,6607,0.3333333333333333,False
2019-01-02 12:08:25,0.30608974358974356,False,False,False,False,True,False,False,True,False,False,False,True,1,1243,0.30608974358974356,False
2019-01-05 15:09:35,0.360576923076923,False,True,False,True,False,False,False,True,False,False,False,True,1,3591,0.360576923076923,True
2019-01-11 03:05:32,0.07051282051282051,False,False,False,False,True,False,False,True,False,False,False,True,1,7284,0.07051282051282051,False
2019-01-02 12:57:52,0.36378205128205127,True,False,True,False,False,False,False,False,True,False,True,False,1,1271,0.36378205128205127,False
2019-01-12 01:02:48,0.3365384615384615,False,False,False,False,True,True,False,False,False,False,True,False,1,7867,0.3365384615384615,True
2019-01-05 13:34:44,0.3990384615384615,False,False,False,True,False,True,False,False,False,False,False,True,2,3541,0.3990384615384615,True
2019-01-02 07:00:06,0.3942307692307692,False,False,False,True,False,False,False,False,True,False,True,False,1,1066,0.3942307692307692,False
2019-02-27 04:35:37,0.3221153846153846,True,False,True,False,False,True,False,False,False,False,True,False,1,36720,0.3221153846153846,False
2019-01-03 03:32:23,0.5240384615384616,False,True,True,False,False,False,False,False,True,True,False,False,2,1759,0.5240384615384616,False
2019-01-07 12:18:45,0.26442307692307687,False,False,False,True,False,False,False,False,True,False,True,False,1,4750,0.26442307692307687,False
2019-01-10 06:33:22,0.20032051282051283,False,False,False,True,False,False,False,False,True,False,True,False,1,6687,0.20032051282051283,False
2019-01-07 20:22:51,0.041666666666666664,False,True,False,True,False,False,False,False,True,False,True,False,1,5012,0.041666666666666664,False
2019-01-29 02:19:16,0.2932692307692307,True,False,False,True,False,False,False,False,True,True,False,False,2,17898,0.2932692307692307,False
2019-01-21 20:30:23,0.37019230769230765,True,False,False,True,False,False,False,False,True,False,True,False,1,13708,0.37019230769230765,False
2019-01-08 08:13:00,0.3381410256410256,False,False,False,True,False,False,False,False,True,False,True,False,1,5361,0.3381410256410256,False
2019-02-28 20:13:58,0.4503205128205128,True,False,False,True,False,False,True,False,False,False,True,False,1,37747,0.4503205128205128,False
2019-01-07 15:31:12,0.09775641025641024,False,False,False,True,False,False,False,False,True,False,True,False,1,4843,0.09775641025641024,False
2019-01-19 02:04:57,0.035256410256410256,True,False,True,False,False,False,False,False,True,False,False,True,2,12132,0.035256410256410256,True
2019-01-08 09:34:12,0.282051282051282,True,False,False,True,False,False,False,False,True,False,True,False,1,5401,0.282051282051282,False
2019-01-07 14:56:53,0.6634615384615384,False,False,False,True,False,False,False,False,True,False,False,True,2,4825,0.6634615384615384,False
2019-01-05 23:31:48,0.7163461538461539,False,False,False,True,False,False,False,False,True,False,True,False,2,3803,0.7163461538461539,True
2019-01-31 17:30:30,0.6650641025641025,True,False,False,True,False,False,True,False,False,True,False,False,1,19568,0.6650641025641025,False
2019-01-04 01:07:54,0.5112179487179488,False,False,False,False,True,False,False,False,True,False,True,False,2,2458,0.5112179487179488,False
2019-01-20 08:02:27,0.41506410256410253,True,False,False,True,False,True,False,False,False,False,False,True,2,12817,0.41506410256410253,True
2019-01-04 18:56:21,0.2980769230769231,False,False,True,False,False,False,False,False,True,False,True,False,1,2996,0.2980769230769231,False
2019-01-05 20:46:40,0.1282051282051282,False,False,False,True,False,False,False,True,False,False,True,False,2,3726,0.1282051282051282,True
2019-02-05 12:55:04,0.2708333333333333,True,False,False,False,True,False,False,False,True,True,False,False,1,23105,0.2708333333333333,False
2019-02-07 08:17:17,0.10897435897435898,True,False,False,True,False,False,False,True,False,False,False,True,1,24441,0.10897435897435898,False
2019-01-19 20:43:19,0.03365384615384615,True,False,False,True,False,False,False,False,True,False,True,False,1,12560,0.03365384615384615,True
2019-02-04 09:37:33,0.5448717948717949,True,False,False,True,False,True,False,False,False,False,False,True,1,22216,0.5448717948717949,False
2019-01-09 05:37:09,0.5288461538461539,False,False,False,True,False,False,False,False,True,False,True,False,1,6005,0.5288461538461539,False
2019-01-05 05:12:20,0.30608974358974356,True,False,False,True,False,False,False,False,True,False,True,False,1,3309,0.30608974358974356,True
2019-01-12 16:57:18,0.2612179487179487,True,True,False,False,True,False,True,False,False,False,True,False,1,8262,0.2612179487179487,True
2019-02-06 05:43:51,0.2980769230769231,True,True,True,False,False,False,False,False,True,True,False,False,1,23614,0.2980769230769231,False
2019-01-01 21:08:07,0.1955128205128205,False,False,False,True,False,False,False,False,True,False,True,False,1,743,0.1955128205128205,False
2019-01-22 15:12:20,0.20192307692307693,True,False,False,False,True,False,False,False,True,False,True,False,1,14198,0.20192307692307693,False
2019-01-04 16:29:02,0.13942307692307693,False,False,False,True,False,False,False,False,True,False,True,False,1,2924,0.13942307692307693,False
2019-01-01 16:59:00,0.3333333333333333,False,True,True,False,False,False,False,False,True,False,True,False,1,594,0.3333333333333333,False
2019-01-21 11:57:15,0.36858974358974356,True,False,True,False,False,False,False,False,True,False,False,True,1,13476,0.36858974358974356,False
2019-01-13 15:25:08,0.5881410256410257,False,False,False,False,True,False,True,False,False,False,True,False,1,8741,0.5881410256410257,True
